image_filename,label,cx,cy,bw,bh
ldpolyp_100_0001.jpg,,,,,
ldpolyp_100_0002.jpg,,,,,
ldpolyp_100_0003.jpg,,,,,
ldpolyp_100_0004.jpg,,,,,
ldpolyp_100_0005.jpg,,,,,
ldpolyp_100_0006.jpg,,,,,
ldpolyp_100_0007.jpg,,,,,
ldpolyp_100_0008.jpg,,,,,
ldpolyp_100_0009.jpg,,,,,
ldpolyp_100_0010.jpg,,,,,
ldpolyp_100_0011.jpg,,,,,
ldpolyp_100_0012.jpg,,,,,
ldpolyp_100_0013.jpg,,,,,
ldpolyp_100_0014.jpg,,,,,
ldpolyp_100_0015.jpg,,,,,
ldpolyp_100_0016.jpg,,,,,
ldpolyp_100_0017.jpg,,,,,
ldpolyp_100_0018.jpg,,,,,
ldpolyp_100_0019.jpg,,,,,
ldpolyp_100_0020.jpg,,,,,
ldpolyp_100_0021.jpg,,,,,
ldpolyp_100_0022.jpg,,,,,
ldpolyp_100_0023.jpg,,,,,
ldpolyp_100_0024.jpg,,,,,
ldpolyp_100_0025.jpg,,,,,
ldpolyp_100_0026.jpg,,,,,
ldpolyp_100_0027.jpg,,,,,
ldpolyp_100_0028.jpg,,,,,
ldpolyp_100_0029.jpg,,,,,
ldpolyp_100_0030.jpg,,,,,
ldpolyp_100_0031.jpg,,,,,
ldpolyp_100_0032.jpg,,,,,
ldpolyp_100_0033.jpg,,,,,
ldpolyp_100_0034.jpg,,,,,
ldpolyp_100_0035.jpg,,,,,
ldpolyp_100_0036.jpg,,,,,
ldpolyp_100_0037.jpg,,,,,
ldpolyp_100_0038.jpg,,,,,
ldpolyp_100_0039.jpg,0,0.730357,0.320833,0.371429,0.583333
ldpolyp_100_0040.jpg,0,0.678571,0.381250,0.317857,0.550000
ldpolyp_100_0041.jpg,0,0.655357,0.352083,0.317857,0.550000
ldpolyp_100_0042.jpg,0,0.626786,0.458333,0.235714,0.558333
ldpolyp_100_0043.jpg,0,0.622321,0.444792,0.273214,0.481250
ldpolyp_100_0044.jpg,0,0.613393,0.442708,0.273214,0.481250
ldpolyp_100_0045.jpg,0,0.602679,0.463542,0.273214,0.481250
ldpolyp_100_0046.jpg,0,0.590179,0.473958,0.233929,0.414583
ldpolyp_100_0047.jpg,0,0.584821,0.482292,0.233929,0.414583
ldpolyp_100_0048.jpg,0,0.583036,0.528125,0.194643,0.393750
ldpolyp_100_0049.jpg,0,0.577679,0.548958,0.194643,0.393750
ldpolyp_100_0050.jpg,0,0.590179,0.563542,0.194643,0.393750
ldpolyp_100_0051.jpg,0,0.597321,0.573958,0.194643,0.393750
ldpolyp_100_0052.jpg,0,0.599107,0.578125,0.194643,0.393750
ldpolyp_100_0053.jpg,0,0.606250,0.580208,0.194643,0.393750
ldpolyp_100_0054.jpg,0,0.611607,0.576042,0.194643,0.393750
ldpolyp_100_0055.jpg,0,0.624107,0.592708,0.194643,0.393750
ldpolyp_100_0056.jpg,0,0.629464,0.615625,0.176786,0.368750
ldpolyp_100_0057.jpg,0,0.629464,0.611458,0.176786,0.368750
ldpolyp_100_0058.jpg,0,0.633929,0.616667,0.178571,0.354167
ldpolyp_100_0059.jpg,0,0.628571,0.622917,0.178571,0.354167
ldpolyp_100_0060.jpg,0,0.639286,0.612500,0.178571,0.354167
ldpolyp_100_0061.jpg,0,0.660714,0.614583,0.178571,0.354167
ldpolyp_100_0062.jpg,0,0.675000,0.595833,0.178571,0.354167
ldpolyp_100_0063.jpg,0,0.694643,0.612500,0.178571,0.354167
ldpolyp_100_0064.jpg,0,0.700000,0.618750,0.178571,0.354167
ldpolyp_100_0065.jpg,0,0.687500,0.580208,0.150000,0.343750
ldpolyp_100_0066.jpg,0,0.685714,0.576042,0.150000,0.343750
ldpolyp_100_0067.jpg,0,0.685714,0.565625,0.150000,0.343750
ldpolyp_100_0068.jpg,0,0.675000,0.553125,0.150000,0.343750
ldpolyp_100_0069.jpg,0,0.675000,0.569792,0.150000,0.343750
ldpolyp_100_0070.jpg,0,0.669643,0.557292,0.150000,0.343750
ldpolyp_100_0071.jpg,0,0.676786,0.561458,0.150000,0.343750
ldpolyp_100_0072.jpg,0,0.685714,0.551042,0.150000,0.343750
ldpolyp_100_0073.jpg,0,0.691071,0.563542,0.150000,0.343750
ldpolyp_100_0074.jpg,0,0.692857,0.561458,0.150000,0.343750
ldpolyp_100_0075.jpg,0,0.691071,0.553125,0.150000,0.343750
ldpolyp_100_0076.jpg,0,0.691071,0.551042,0.150000,0.343750
ldpolyp_100_0077.jpg,0,0.687500,0.536458,0.150000,0.343750
ldpolyp_100_0078.jpg,0,0.685714,0.513542,0.150000,0.343750
ldpolyp_100_0079.jpg,0,0.683929,0.507292,0.150000,0.343750
ldpolyp_100_0080.jpg,0,0.675000,0.492708,0.150000,0.343750
ldpolyp_100_0081.jpg,0,0.673214,0.511458,0.150000,0.343750
ldpolyp_100_0082.jpg,0,0.671429,0.503125,0.150000,0.343750
ldpolyp_100_0083.jpg,0,0.667857,0.476042,0.150000,0.343750
ldpolyp_100_0084.jpg,0,0.669643,0.488542,0.150000,0.343750
ldpolyp_100_0085.jpg,0,0.664286,0.482292,0.150000,0.343750
ldpolyp_100_0086.jpg,0,0.655357,0.457292,0.150000,0.343750
ldpolyp_100_0087.jpg,0,0.666071,0.442708,0.150000,0.343750
ldpolyp_100_0088.jpg,0,0.675000,0.438542,0.150000,0.343750
ldpolyp_100_0089.jpg,0,0.667857,0.442708,0.182143,0.402083
ldpolyp_100_0090.jpg,0,0.685714,0.409375,0.182143,0.402083
ldpolyp_100_0091.jpg,0,0.710714,0.396875,0.182143,0.402083
ldpolyp_100_0092.jpg,0,0.730357,0.392708,0.182143,0.402083
ldpolyp_100_0093.jpg,0,0.769643,0.369792,0.182143,0.402083
ldpolyp_100_0094.jpg,0,0.782143,0.365625,0.182143,0.402083
ldpolyp_100_0095.jpg,0,0.805357,0.338542,0.182143,0.402083
ldpolyp_100_0096.jpg,0,0.825000,0.344792,0.196429,0.385417
ldpolyp_100_0097.jpg,0,0.833929,0.342708,0.196429,0.385417
ldpolyp_100_0098.jpg,0,0.835714,0.334375,0.196429,0.385417
ldpolyp_100_0099.jpg,0,0.835714,0.336458,0.196429,0.385417
ldpolyp_100_0100.jpg,0,0.824107,0.314583,0.173214,0.379167
ldpolyp_100_0101.jpg,0,0.822321,0.318750,0.173214,0.379167
ldpolyp_100_0102.jpg,0,0.820536,0.314583,0.173214,0.379167
ldpolyp_100_0103.jpg,0,0.818750,0.314583,0.173214,0.379167
ldpolyp_100_0104.jpg,0,0.820536,0.314583,0.173214,0.379167
ldpolyp_100_0105.jpg,0,0.820536,0.306250,0.173214,0.379167
ldpolyp_100_0106.jpg,0,0.820536,0.314583,0.173214,0.379167
ldpolyp_100_0107.jpg,0,0.822321,0.312500,0.173214,0.379167
ldpolyp_100_0108.jpg,0,0.822321,0.314583,0.173214,0.379167
