image_filename,label,cx,cy,bw,bh
polypgen_C1_00001.jpg,0,0.554074,0.577778,0.183704,0.148148
polypgen_C1_00002.jpg,,,,,
polypgen_C1_00003.jpg,0,0.458599,0.475634,0.738854,0.514620
polypgen_C1_00004.jpg,0,0.358519,0.603704,0.136296,0.318519
polypgen_C1_00005.jpg,0,0.420741,0.714815,0.308148,0.170370
polypgen_C1_00006.jpg,0,0.805185,0.291204,0.389630,0.523148
polypgen_C1_00007.jpg,0,0.802963,0.422222,0.219259,0.385185
polypgen_C1_00008.jpg,0,0.601481,0.474074,0.124444,0.177778
polypgen_C1_00009.jpg,0,0.292208,0.603053,0.285714,0.396947
polypgen_C1_00010.jpg,0,0.408148,0.518981,0.211852,0.473148
polypgen_C1_00011.jpg,0,0.587662,0.438931,0.110390,0.114504
polypgen_C1_00011.jpg,0,0.701299,0.549618,0.051948,0.106870
polypgen_C1_00011.jpg,0,0.467532,0.919847,0.181818,0.160305
polypgen_C1_00012.jpg,0,0.646104,0.469466,0.305195,0.190840
polypgen_C1_00013.jpg,0,0.471111,0.518519,0.219259,0.222222
polypgen_C1_00014.jpg,0,0.583704,0.714815,0.373333,0.437037
polypgen_C1_00015.jpg,0,0.392857,0.755725,0.149351,0.091603
polypgen_C1_00016.jpg,0,0.742289,0.793893,0.229708,0.137405
polypgen_C1_00017.jpg,0,0.649682,0.538012,0.305732,0.545809
polypgen_C1_00018.jpg,0,0.637778,0.551852,0.146667,0.111111
polypgen_C1_00019.jpg,0,0.488889,0.544444,0.112593,0.125926
polypgen_C1_00020.jpg,0,0.287037,0.655556,0.242222,0.229630
polypgen_C1_00021.jpg,0,0.157037,0.311111,0.136296,0.266667
polypgen_C1_00022.jpg,0,0.394074,0.738426,0.788148,0.523148
polypgen_C1_00023.jpg,0,0.314935,0.404580,0.188312,0.183206
polypgen_C1_00024.jpg,0,0.391111,0.344444,0.071111,0.066667
polypgen_C1_00024.jpg,0,0.290370,0.400000,0.118519,0.148148
polypgen_C1_00024.jpg,0,0.654815,0.492593,0.124444,0.200000
polypgen_C1_00024.jpg,0,0.559259,0.833333,0.099259,0.125926
polypgen_C1_00025.jpg,0,0.405926,0.522222,0.195556,0.200000
polypgen_C1_00026.jpg,0,0.414815,0.359259,0.201481,0.318519
polypgen_C1_00027.jpg,0,0.484076,0.343080,0.407643,0.467836
polypgen_C1_00028.jpg,0,0.542208,0.339695,0.201299,0.236641
polypgen_C1_00029.jpg,0,0.256494,0.175573,0.058442,0.076336
polypgen_C1_00029.jpg,0,0.347403,0.217557,0.045455,0.068702
polypgen_C1_00029.jpg,0,0.502435,0.343989,0.034091,0.046756
polypgen_C1_00029.jpg,0,0.475649,0.389313,0.055195,0.076336
polypgen_C1_00029.jpg,0,0.840909,0.587786,0.097403,0.183206
polypgen_C1_00029.jpg,0,0.746753,0.645038,0.077922,0.129771
polypgen_C1_00029.jpg,0,0.324675,0.805344,0.324675,0.221374
polypgen_C1_00029.jpg,0,0.779221,0.877863,0.155844,0.122137
polypgen_C1_00030.jpg,0,0.779259,0.314815,0.207407,0.259259
polypgen_C1_00031.jpg,0,0.431818,0.179389,0.214286,0.175573
polypgen_C1_00032.jpg,0,0.497778,0.236111,0.414815,0.442593
polypgen_C1_00033.jpg,0,0.402963,0.307407,0.497778,0.496296
polypgen_C1_00034.jpg,0,0.548701,0.526718,0.590909,0.916031
polypgen_C1_00035.jpg,0,0.207792,0.400763,0.415584,0.801527
polypgen_C1_00036.jpg,0,0.673333,0.448148,0.182222,0.896296
polypgen_C1_00037.jpg,0,0.636364,0.698473,0.246753,0.251908
polypgen_C1_00038.jpg,0,0.525974,0.660305,0.116883,0.145038
polypgen_C1_00039.jpg,0,0.616883,0.675573,0.233766,0.221374
polypgen_C1_00040.jpg,0,0.464286,0.320611,0.318182,0.641221
polypgen_C1_00040.jpg,0,0.139610,0.301527,0.188312,0.389313
polypgen_C1_00041.jpg,0,0.568889,0.844444,0.308148,0.311111
polypgen_C1_00042.jpg,0,0.347403,0.416031,0.175325,0.206107
