image_filename,label,cx,cy,bw,bh
003-001_13073.jpg,,,,,
003-001_38137.jpg,,,,,
003-001_14173.jpg,,,,,
003-001_18444.jpg,,,,,
003-001_48518.jpg,,,,,
003-001_22119.jpg,,,,,
003-001_42361.jpg,,,,,
003-001_4379.jpg,,,,,
003-001_23431.jpg,0,0.422337,0.204167,0.332840,0.400926
003-001_35474.jpg,,,,,
003-001_40428.jpg,,,,,
003-001_16877.jpg,,,,,
003-001_29401.jpg,0,0.516272,0.775000,0.186391,0.224074
003-001_44013.jpg,,,,,
003-001_29932.jpg,0,0.462278,0.463426,0.184911,0.249074
003-001_13327.jpg,,,,,
003-001_433.jpg,,,,,
003-001_1005.jpg,,,,,
003-001_10751.jpg,,,,,
003-001_17490.jpg,,,,,
003-001_47774.jpg,,,,,
003-001_26493.jpg,0,0.498891,0.640741,0.178254,0.240741
003-001_51013.jpg,,,,,
003-001_10278.jpg,,,,,
003-001_33026.jpg,,,,,
003-001_50351.jpg,,,,,
003-001_50930.jpg,,,,,
003-001_38064.jpg,,,,,
003-001_43687.jpg,,,,,
003-001_32651.jpg,0,0.271820,0.561574,0.052515,0.095370
003-001_6312.jpg,,,,,
003-001_25324.jpg,0,0.364645,0.587500,0.158284,0.186111
003-001_12494.jpg,,,,,
003-001_15501.jpg,,,,,
003-001_5453.jpg,,,,,
003-001_42003.jpg,,,,,
003-001_15827.jpg,,,,,
003-001_6813.jpg,,,,,
003-001_37608.jpg,,,,,
003-001_44854.jpg,,,,,
003-001_5965.jpg,,,,,
003-001_21217.jpg,,,,,
003-001_5390.jpg,,,,,
003-001_37817.jpg,,,,,
003-001_48206.jpg,,,,,
003-001_24188.jpg,0,0.494083,0.293056,0.205621,0.236111
003-001_13376.jpg,,,,,
003-001_21836.jpg,,,,,
003-001_23086.jpg,0,0.142012,0.463889,0.210059,0.350000
003-001_44952.jpg,,,,,
003-001_49038.jpg,,,,,
003-001_12147.jpg,,,,,
003-001_49974.jpg,,,,,
003-001_45863.jpg,,,,,
003-001_33227.jpg,,,,,
003-001_33321.jpg,,,,,
003-001_39732.jpg,,,,,
003-001_47594.jpg,,,,,
003-001_43358.jpg,,,,,
003-001_47677.jpg,,,,,
003-001_833.jpg,,,,,
