image_filename,label,cx,cy,bw,bh
001-003_2653.jpg,,,,,
001-003_10000.jpg,,,,,
001-003_10001.jpg,,,,,
001-003_10002.jpg,,,,,
001-003_10003.jpg,,,,,
001-003_10004.jpg,,,,,
001-003_10005.jpg,,,,,
001-003_10006.jpg,,,,,
001-003_10007.jpg,,,,,
001-003_10008.jpg,,,,,
001-003_10009.jpg,,,,,
001-003_10010.jpg,,,,,
001-003_10011.jpg,,,,,
001-003_10012.jpg,,,,,
001-003_10013.jpg,,,,,
001-003_10014.jpg,,,,,
001-003_10015.jpg,,,,,
001-003_10016.jpg,,,,,
001-003_10017.jpg,,,,,
001-003_10018.jpg,,,,,
001-003_10019.jpg,,,,,
001-003_10020.jpg,,,,,
001-003_10021.jpg,,,,,
001-003_10022.jpg,,,,,
001-003_10023.jpg,,,,,
001-003_10024.jpg,,,,,
001-003_10025.jpg,,,,,
001-003_10026.jpg,,,,,
001-003_10027.jpg,,,,,
001-003_10028.jpg,,,,,
001-003_10029.jpg,,,,,
001-003_30892.jpg,,,,,
001-003_30893.jpg,,,,,
001-003_30894.jpg,,,,,
001-003_30895.jpg,,,,,
001-003_30896.jpg,,,,,
001-003_30897.jpg,,,,,
001-003_30898.jpg,,,,,
001-003_30899.jpg,,,,,
001-003_3090.jpg,,,,,
001-003_30900.jpg,,,,,
001-003_30901.jpg,,,,,
001-003_30902.jpg,,,,,
001-003_30903.jpg,,,,,
001-003_30904.jpg,,,,,
001-003_30905.jpg,,,,,
001-003_30906.jpg,,,,,
001-003_30907.jpg,,,,,
001-003_30908.jpg,,,,,
001-003_30909.jpg,,,,,
001-003_3091.jpg,,,,,
001-003_30910.jpg,,,,,
001-003_30911.jpg,,,,,
001-003_30912.jpg,,,,,
001-003_30913.jpg,,,,,
001-003_30914.jpg,,,,,
001-003_30915.jpg,,,,,
001-003_30916.jpg,,,,,
001-003_30917.jpg,,,,,
001-003_30918.jpg,,,,,
001-003_30919.jpg,,,,,
001-003_16289.jpg,,,,,
001-003_16290.jpg,,,,,
001-003_16291.jpg,,,,,
001-003_16292.jpg,,,,,
001-003_16293.jpg,,,,,
001-003_16294.jpg,,,,,
001-003_16295.jpg,,,,,
001-003_16296.jpg,,,,,
001-003_16297.jpg,,,,,
001-003_16298.jpg,,,,,
001-003_16299.jpg,,,,,
001-003_16300.jpg,,,,,
001-003_16301.jpg,,,,,
001-003_16302.jpg,,,,,
001-003_16303.jpg,,,,,
001-003_16304.jpg,,,,,
001-003_16305.jpg,,,,,
001-003_16306.jpg,,,,,
001-003_16307.jpg,,,,,
001-003_16308.jpg,,,,,
001-003_16309.jpg,,,,,
001-003_16310.jpg,,,,,
001-003_16311.jpg,,,,,
001-003_16312.jpg,,,,,
001-003_16313.jpg,,,,,
001-003_16314.jpg,,,,,
001-003_16315.jpg,,,,,
001-003_16316.jpg,,,,,
001-003_16317.jpg,,,,,
001-003_16318.jpg,,,,,
001-003_16319.jpg,,,,,
001-003_39068.jpg,,,,,
001-003_39069.jpg,,,,,
001-003_3907.jpg,,,,,
001-003_39070.jpg,,,,,
001-003_39071.jpg,,,,,
001-003_39072.jpg,,,,,
001-003_39073.jpg,,,,,
001-003_39074.jpg,,,,,
001-003_39075.jpg,,,,,
001-003_39076.jpg,,,,,
001-003_39077.jpg,,,,,
